,CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,OfferId,OfferName,OfferType,Offer Category,OfferContent,Offer Channel,Points_x,ExclusionCategory,BenefitType,Point Type,Program Code,Program Name,ProgramTier,Program Point Type,Product Category,Product Code,Product Name,Season,Month,Week Day,Holiday,Week End,Birth Day,Wedding Anniversary ,Duration,Start Date,End Date,Partner Category,Partner Code,Partner Name,Partner Type,Targetted Nationality,Targetted Preference Group,Targetted Type,Targetted Channel,CustomerGender,CustomerCountry,OfferTransactionDate,TransactionAmount,Points_y,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OSD,OED,InvoiceDate
5423,64744,3,12,38400,4,4,3,443,11.0,O0103,SeniorFirst Winter 20,,Discounts,Guests' age 65 and older are eligible for  20% discount for select Hotel rooms.,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,AU,2020-01-29,3000,300,1,0,Saphire,Gold,36,2019-12-01,2020-01-31,2020-01-29
5424,64744,3,12,38400,4,4,3,443,11.0,O0105,SeniorGoRelax Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Cabs,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,AU,2020-01-26,3300,300,1,0,Saphire,Gold,36,2019-12-01,2020-01-31,2020-01-26
5425,64744,3,12,38400,4,4,3,443,11.0,O0022,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Web,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,Winter,,,,,,,,2019-07-01,2019-12-31,,SB,Starbucks,Eat,US,Individuals,,web,U,AU,2019-08-29,4200,300,1,0,Saphire,Gold,36,2019-07-01,2019-12-31,2019-08-29
5426,64744,3,12,38400,4,4,3,443,11.0,O0032,Earn 25k Bonus miles,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,2500,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,AU,2019-01-15,5000,2500,1,0,Saphire,Platinum,36,2019-01-01,2019-03-31,2019-01-15
5427,64744,3,12,38400,4,4,3,443,11.0,O0032,Earn 25k Bonus miles,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,2500,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,AU,2019-03-30,12500,2500,1,0,Saphire,Platinum,36,2019-01-01,2019-03-31,2019-03-30
5428,64844,44,10,71200,3,3,5,335,11.0,O0010,Join the world for 50,,Coupons,Create an account gain 50 points,Web,100,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Refer a friend,,,,,,,,,2019-06-01,2019-08-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,U,AL,2019-06-12,1900,100,1,0,Saphire,Bronze,20,2019-06-01,2019-08-31,2019-06-12
5429,64844,44,10,71200,3,3,5,335,11.0,O0061,35% Off 1000 Points,,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,U,AL,2019-01-21,1700,100,1,0,Saphire,Bronze,20,2019-01-01,2019-03-31,2019-01-21
5430,64844,44,10,71200,3,3,5,335,11.0,O0028,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,U,AL,2019-05-30,700,50,1,0,Saphire,Bronze,20,2019-01-01,2019-05-31,2019-05-30
5431,64844,44,10,71200,3,3,5,335,11.0,O0040, à la carte - Food & Bev,,Discounts,Get 10% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-07-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,AL,2019-09-19,3600,200,1,0,Saphire,Bronze,20,2019-07-01,2019-10-31,2019-09-19
5432,64844,44,10,71200,3,3,5,335,11.0,O0094,TI 20,,Discounts,20$ discount on Travel Insurance with TT insurance,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,TI,TT Insurance,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Non Air,TI,TT Insurance,Insurance,US,Individuals,,Web,U,AL,2019-03-14,500,50,1,0,Saphire,Bronze,20,2019-01-01,2019-03-31,2019-03-14
5433,64844,44,10,71200,3,3,5,335,11.0,O0009,Member Only - Fun 50,Accruals ,Promotions,Redeem new products listed exclusively for members,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,web,U,AL,2019-07-21,4800,300,1,0,Saphire,Gold,20,2019-06-01,2019-08-31,2019-07-21
5434,64844,44,10,71200,3,3,5,335,11.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,AL,2019-12-19,6000,300,1,0,Saphire,Gold,20,2019-12-01,2020-01-31,2019-12-19
5435,64844,44,10,71200,3,3,5,335,11.0,O0033,Earn 30K Bonus miles,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,3000,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-06-01,2019-08-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,AL,2019-07-30,15000,3000,1,0,Saphire,Platinum,20,2019-06-01,2019-08-31,2019-07-30
5436,64844,44,10,71200,3,3,5,335,11.0,O0081,Earn 5000 Bonus Miles,,Points,Earn 500 bonus miles when you book a vacation to Paris  with ABC Card,Web,5000,,points,,FFP,Frequent Flyer Program,Platinum,,,,,,,,,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,AL,2019-01-09,25000,5000,1,0,Saphire,Platinum,20,2019-01-01,2019-03-31,2019-01-09
5437,64844,44,10,71200,3,3,5,335,11.0,O0049,"4,000 Bonus Points  with AMEx Saphire Card",,Promotions,"60,000 Bonus Points [Highest EVER Bonus]  with Chase Saphire Card",Web,4000,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,U,AL,2019-06-01,12000,4000,1,0,Saphire,Saphire,20,2019-06-01,2019-08-31,2019-06-01
5438,64845,95,8,30450,2,2,2,222,6.0,O0057,Join the world for 2000,,Coupons,Create an account gain 2000 points,Web,50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,U,AU,2019-02-28,750,50,1,0,Saphire,Bronze,34,2019-01-01,2019-03-31,2019-02-28
5439,64845,95,8,30450,2,2,2,222,6.0,O0048,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,U,AU,2019-02-05,1000,50,1,0,Saphire,Bronze,34,2019-01-01,2019-03-31,2019-02-05
5440,64845,95,8,30450,2,2,2,222,6.0,O0038,35% with Budget,,Discounts,Save up to 35% with Budget,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,BJT,Budget,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Non Air,BJT,Budget,Cab,US,All,,Web,U,AU,2019-10-29,1700,100,1,0,Saphire,Bronze,34,2019-07-01,2019-10-31,2019-10-29
5441,64845,95,8,30450,2,2,2,222,6.0,O0039,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,,,,2019-07-01,2019-10-31,,MM,Marriot,Hotel,US,Individuals,,Web,U,AU,2019-09-04,4000,200,1,0,Saphire,Bronze,34,2019-07-01,2019-10-31,2019-09-04
5442,64845,95,8,30450,2,2,2,222,6.0,O0088,10%  Food & Bev- Wine,,Discounts,Get 10% off on F&B-Wine,Mobile,50,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,FBW,wine,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,AU,2019-03-29,750,50,1,0,Saphire,Bronze,34,2019-01-01,2019-03-31,2019-03-29
5443,64845,95,8,30450,2,2,2,222,6.0,O0051,"35,000  Rewards points with AMEx Gold Card",,Promotions,"Earn 35,000 Membership Rewards points with Chase Gold Card",Web,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,U,AU,2019-07-15,4250,250,0,1,Saphire,Gold,34,2019-06-01,2019-08-31,2019-07-15
5444,64845,95,8,30450,2,2,2,222,6.0,O0037,Celebrate Summer Sale 40,,Discounts,Save $40/night to all destinations,Social Media,500,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,AU,2019-06-25,10000,500,1,0,Saphire,Platinum,34,2019-06-01,2019-08-31,2019-06-25
5445,64845,95,8,30450,2,2,2,222,6.0,O0049,"4,000 Bonus Points  with AMEx Saphire Card",,Promotions,"60,000 Bonus Points [Highest EVER Bonus]  with Chase Saphire Card",Web,4000,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,U,AU,2019-07-12,8000,4000,1,0,Saphire,Saphire,34,2019-06-01,2019-08-31,2019-07-12
5446,64947,177,4,29500,1,1,2,112,4.0,O0006,Member Only - Spring 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Sprint Sale 2020,Mobile,200,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Individuals,,,U,IN,2019-06-21,2800,200,1,0,Saphire,Gold,44,2019-06-01,2019-08-31,2019-06-21
5447,64947,177,4,29500,1,1,2,112,4.0,O0023,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-02-03,4200,300,1,0,Saphire,Gold,44,2019-01-01,2019-03-31,2019-02-03
5448,64947,177,4,29500,1,1,2,112,4.0,O0037,Celebrate Summer Sale 40,,Discounts,Save $40/night to all destinations,Social Media,500,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-06-29,6500,500,0,1,Saphire,Platinum,44,2019-06-01,2019-08-31,2019-06-29
5449,64947,177,4,29500,1,1,2,112,4.0,O0002,"40,00 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"40,00 Bonus Points [Highest EVER Bonus]  with AMEx Saphire Card",Web,4000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-08-08,16000,4000,1,0,Saphire,Saphire,44,2019-06-01,2019-08-31,2019-08-08
5450,65003,131,12,50300,1,4,4,144,9.0,O0014,15% Off 100 Points,Redemption,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-04-01,2019-07-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-05-04,1200,100,0,1,Gold,Bronze,30,2019-04-01,2019-07-31,2019-05-04
5451,65003,131,12,50300,1,4,4,144,9.0,O0061,35% Off 1000 Points,,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-01-10,1200,100,0,1,Gold,Bronze,30,2019-01-01,2019-03-31,2019-01-10
5452,65003,131,12,50300,1,4,4,144,9.0,O0017,Target 15,,Discounts,15% Discount on your next Target Store Visit,Web,150,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,M,IN,2019-07-08,2100,150,1,0,Gold,Bronze,30,2019-07-01,2019-08-31,2019-07-08
5453,65003,131,12,50300,1,4,4,144,9.0,O0026,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,UU,Uber,Winter 21,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,,UU,Uber,Cab,US,Individuals,,Social Media,M,IN,2019-02-22,1400,100,1,0,Gold,Bronze,30,2019-01-01,2019-05-31,2019-02-22
5454,65003,131,12,50300,1,4,4,144,9.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-08-14,1300,100,1,0,Gold,Bronze,30,2019-07-01,2019-10-31,2019-08-14
5455,65003,131,12,50300,1,4,4,144,9.0,O0040, à la carte - Food & Bev,,Discounts,Get 10% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-07-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,IN,2019-09-23,4000,200,1,0,Gold,Bronze,30,2019-07-01,2019-10-31,2019-09-23
5456,65003,131,12,50300,1,4,4,144,9.0,O0006,Member Only - Spring 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Sprint Sale 2020,Mobile,200,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Individuals,,,M,IN,2019-07-21,2200,200,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-07-21
5457,65003,131,12,50300,1,4,4,144,9.0,O0005,Member Only - Early Birds 50,Accruals ,Promotions,Redeem new products listed exclusively for members- First 50,Mobile,100,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Corporates,,Mobile,M,IN,2019-08-26,1400,100,0,1,Gold,Gold,30,2019-06-01,2019-08-31,2019-08-26
5458,65003,131,12,50300,1,4,4,144,9.0,O0008,Member Only - Independence Day,Accruals ,Promotions,Redeem new products listed exclusively for members - Independence day sale,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,,M,IN,2019-07-11,3000,300,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-07-11
5459,65003,131,12,50300,1,4,4,144,9.0,O0036,Celebrate Summer Sale 30,,Discounts,Save $30/night to all destinations,Social Media,400,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,M,IN,2019-06-29,8000,400,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-06-29
5460,65003,131,12,50300,1,4,4,144,9.0,O0065,Summer Target 25,,Discounts,25% Discount on spending 100 USD,Web,250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,Non Air,TC,Target Corp,Retail,US,Individuals,,web,M,IN,2019-02-07,4500,250,1,0,Gold,Gold,30,2019-01-01,2019-03-31,2019-02-07
5461,65003,131,12,50300,1,4,4,144,9.0,O0002,"40,00 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"40,00 Bonus Points [Highest EVER Bonus]  with AMEx Saphire Card",Web,4000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,M,IN,2019-07-05,20000,4000,1,0,Gold,Saphire,30,2019-06-01,2019-08-31,2019-07-05
5462,65004,9,13,48900,4,4,4,444,12.0,O0061,35% Off 1000 Points,,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-03-23,1800,100,1,0,Gold,Bronze,30,2019-01-01,2019-03-31,2019-03-23
5463,65004,9,13,48900,4,4,4,444,12.0,O0029,JULY 4 15,,Discounts,Upto 15% off on Flight Fees,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,July,1.0,Independence Day,,,,,2019-07-01,2019-07-31,Air,LF,Luftanza,Air,US,Individuals,,web,M,IN,2019-07-24,1300,100,1,0,Gold,Bronze,30,2019-07-01,2019-07-31,2019-07-24
5464,65004,9,13,48900,4,4,4,444,12.0,O0030,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-07-18,4000,200,1,0,Gold,Bronze,30,2019-07-01,2019-10-31,2019-07-18
5465,65004,9,13,48900,4,4,4,444,12.0,O0035,Celebrate Summer Sale 20,,Discounts,Save $20/night to all destinations,Social Media,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Summer,,,,,2019-07-01,2019-10-31,Air,AM,Americal Airways,Air,US,Individuals,,,M,IN,2019-07-30,1200,100,1,0,Gold,Bronze,30,2019-07-01,2019-10-31,2019-07-30
5466,65004,9,13,48900,4,4,4,444,12.0,O0039,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,,,,2019-07-01,2019-10-31,,MM,Marriot,Hotel,US,Individuals,,Web,M,IN,2019-08-03,2600,200,0,1,Gold,Bronze,30,2019-07-01,2019-10-31,2019-08-03
5467,65004,9,13,48900,4,4,4,444,12.0,O0103,SeniorFirst Winter 20,,Discounts,Guests' age 65 and older are eligible for  20% discount for select Hotel rooms.,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,M,IN,2020-01-23,5400,300,1,0,Gold,Gold,30,2019-12-01,2020-01-31,2020-01-23
5468,65004,9,13,48900,4,4,4,444,12.0,O0105,SeniorGoRelax Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Cabs,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,M,IN,2020-01-07,6000,300,1,0,Gold,Gold,30,2019-12-01,2020-01-31,2020-01-07
5469,65004,9,13,48900,4,4,4,444,12.0,O0008,Member Only - Independence Day,Accruals ,Promotions,Redeem new products listed exclusively for members - Independence day sale,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,,M,IN,2019-06-03,6000,300,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-06-03
5470,65004,9,13,48900,4,4,4,444,12.0,O0009,Member Only - Fun 50,Accruals ,Promotions,Redeem new products listed exclusively for members,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,web,M,IN,2019-08-30,3900,300,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-08-30
5471,65004,9,13,48900,4,4,4,444,12.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,M,IN,2019-12-28,4200,300,1,0,Gold,Gold,30,2019-12-01,2020-01-31,2019-12-28
5472,65004,9,13,48900,4,4,4,444,12.0,O0051,"35,000  Rewards points with AMEx Gold Card",,Promotions,"Earn 35,000 Membership Rewards points with Chase Gold Card",Web,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,M,IN,2019-07-30,3750,250,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-07-30
5473,65004,9,13,48900,4,4,4,444,12.0,O0052,Member Only FFP - Fun 50,,Promotions,Redeem new products listed exclusively for FFP members,Mobile,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,MM-O1,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,LH,Luftansa,Airlines,US,Corporates,,Mobile,M,IN,2019-08-26,4250,250,0,1,Gold,Gold,30,2019-06-01,2019-08-31,2019-08-26
5474,65004,9,13,48900,4,4,4,444,12.0,O0083,Celebrate Fall Sale 30,,Discounts,Save $30/night to all destinations,Social Media,300,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,Americal Airways,Air,US,Individuals,,,M,IN,2019-10-19,4500,300,1,0,Gold,Gold,30,2019-09-15,2019-12-31,2019-10-19
5475,65005,36,8,25400,3,2,2,322,7.0,O0001,Early Access Offer,Accruals ,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-06-01,2019-08-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,U,IN,2019-07-14,700,50,1,0,Gold,Bronze,30,2019-06-01,2019-08-31,2019-07-14
5476,65005,36,8,25400,3,2,2,322,7.0,O0026,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,UU,Uber,Winter 21,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,,UU,Uber,Cab,US,Individuals,,Social Media,U,IN,2019-04-02,1100,100,1,0,Gold,Bronze,30,2019-01-01,2019-05-31,2019-04-02
5477,65005,36,8,25400,3,2,2,322,7.0,O0018,Target 25,,Discounts,25% Discount on spending 100 USD,Web,250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,Non Air,TC,Target Corp,Retail,US,Individuals,,web,U,IN,2019-07-20,4750,250,1,0,Gold,Gold,30,2019-07-01,2019-08-31,2019-07-20
5478,65005,36,8,25400,3,2,2,322,7.0,O0023,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-03-31,3000,300,1,0,Gold,Gold,30,2019-01-01,2019-03-31,2019-03-31
5479,65005,36,8,25400,3,2,2,322,7.0,O0051,"35,000  Rewards points with AMEx Gold Card",,Promotions,"Earn 35,000 Membership Rewards points with Chase Gold Card",Web,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,U,IN,2019-06-24,3000,250,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-06-24
5480,65005,36,8,25400,3,2,2,322,7.0,O0052,Member Only FFP - Fun 50,,Promotions,Redeem new products listed exclusively for FFP members,Mobile,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,MM-O1,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,LH,Luftansa,Airlines,US,Corporates,,Mobile,U,IN,2019-07-19,3250,250,1,0,Gold,Gold,30,2019-06-01,2019-08-31,2019-07-19
5481,65005,36,8,25400,3,2,2,322,7.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-02-26,6000,300,1,0,Gold,Gold,30,2019-01-01,2019-03-31,2019-02-26
5482,65005,36,8,25400,3,2,2,322,7.0,O0083,Celebrate Fall Sale 30,,Discounts,Save $30/night to all destinations,Social Media,300,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-12-27,3600,300,1,0,Gold,Gold,30,2019-09-15,2019-12-31,2019-12-27
