,OfferId,OfferName,OfferType,OfferCategory,OfferContent,OfferChannel,Points,ExclusionCategory,BenefitType,PointType,ProgramCode,ProgramName,ProgramTier,ProgramPointType,ProductCategory,ProductCode,ProductName,Season,Month,WeekDay,Holiday,WeekEnd,BirthDay,WeddingAnniversary ,Duration,StartDate,EndDate,Unnamed: 27,PartnerCategory,PartnerCode,PartnerName,PartnerType,TargetedAge,Targetted Nationality,Targetted Preference Group,TargetedGender,Targetted Type,TargetedTier,Targetted Channel,TargetedMaritalStatus,DiscountPercentage
221,O0232,Go Kido 10,,Offers,Loyalty Offer - 10% off exclusively for Kids Apparel and Toys,"Loyalty  Portal, Mobile App, Email",50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,P048,Oryx Cards Kids Club,All,,,,,,,,2020-01-02,2020-03-31,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,Web,Single,0
222,O0233,Kids Corner Exclusive,,Offers,Loyalty Offer - 20% off exclusively for Kids Apparel and Toys,"Loyalty  Portal, Mobile App, Email",50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,P048,Oryx Cards Kids Club,All,,,,,,,,2020-01-02,2020-03-31,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,Web,Single,0
223,O0235,Kids Lounge,,Offers,Lounge Offer for Kids - Free Goodies. ,Web,300.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,2020-01-02,2020-03-31,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Gold,Web,Single,0
224,O0236,Kids Snack Boxes,,Offers,Free meal boxes filled with fun and nutritious food while in flight. Gold Tier members,web,300.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,2020-03-01,2020-07-31,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Gold,web,Single,0
225,O0237,HARRODS REWARDS:,Accruals ,Discounts,20% Discount for newborn baby essentials – everything from clothing to gift sets at Harrods,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,2020-03-01,2020-07-31,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,web,Single,20
226,O0238,HAMLEYS REWARDS:,Accruals ,Discounts,20% Discount for Toys and Kids Sports equipments,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,2020-03-01,2020-07-31,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,web,Single,20
227,O0239,Kidos  ,Accruals ,Discounts,20% Discount for newborn baby essentials at MAX,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,2020-03-01,2020-07-31,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,web,Single,20
228,O0240,NidoKidos,Accruals ,Discounts,20% Discount for newborn baby essentials – everything from clothing to gift sets at Nidokidos Stores,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,2020-03-01,2020-07-31,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,web,Single,20
229,O0153,15% off on Sports,,Discounts,15% off on Sports,"mobile App, SMS,Email",,Discounts,,,,,,,,P029,EZIBUY.COM,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,,,All,15
230,O0158,Shop for $100 and get free shipping!!,,Promotions,Shop for $100 and get free shipping!!,"mobile App, SMS,Email",,Promotions,,,,,,,,P015,BOOK DEPOSITORY,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,,,All,0
231,O0166,Sign up and get 10% off on next purchase. Expiry : 31/01/2021,,Discounts,Sign up and get 10% off on next purchase. Expiry : 31/01/2021,"mobile App, SMS,Email",,Promotions,,,,,,,,P039,MARKS & SPENCER,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,,,All,10
232,O0187,20% off on Kids! Expiry : 31/12/2021,,Discounts,20% off on Kids! Expiry : 31/12/2021,"mobile App, SMS,Email",,Discounts,,,,,,,,P031,HALLENSTEN BROTHERS,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,,,All,20
233,O0190,enjoy 10% off with delightful Chinese cuisine in a fascinating ambience,,Discounts,enjoy 10% off with delightful Chinese cuisine in a fascinating ambience,"mobile App, SMS,Email",,Discounts,,,,,,,,P037,LUGGAGE.CO.NZ,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,,,All,10
234,O0196,10% off on Purchase $100 or more,,Discounts,10% off on Purchase $100 or more,"mobile App, SMS,Email",,Discounts,,,,,,,,P062,THE ICONIC,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,Bronze,,All,10
235,O0208,15% off on Purchase of $100 or more. Expires 31/12/2020,,Discounts,15% off on Purchase of $100 or more. Expires 31/12/2020,"mobile App, SMS,Email",,Dicsounts,,,,,,,,P016,BOOKTOPIA,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,Silver,,All,15
236,O0212,SALE SALE SALE. Expires 31/12/2020,,Discounts,SALE SALE SALE. Expires 31/12/2020,"mobile App, SMS,Email",,Dicsounts,,,,,,,,P047,ONCE.IT,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,Silver,,All,10
237,O0214,Get 10% off sitewide. Use code FL10D. Expires 31/12/2020,,Discounts,Get 10% off sitewide. Use code FL10D. Expires 31/12/2020,"mobile App, SMS,Email",,Discounts,,,,,,,,P014,BOOHOO,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,Gold,,All,10
238,O0215,20% off on Purchase $500 or more,,Discounts,20% off on Purchase $500 or more,"mobile App, SMS,Email",,Discounts,,,,,,,,P010,ASOS,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,Gold,,All,20
239,O0234,30% off on Purchase $1000 or more,,Discounts,30% off on Purchase $1000 or more,"mobile App, SMS,Email",,Discounts,,,,,,,,P030,GLASSONS,,,,,,,,,2020-01-01,2020-03-31,,,,,,,,,,,Platinum,,All,30
